Applicants MCC Licence No;Applicant Name;MCC Medicine Reg. No.;Nappi Code;ATC 4 ;Medicine Schedule;Medicine Proprietary Name;Active Ingredients;Strength;Unit;Dosage Form;Pack Size;Quantity;Manufacturer Price;Logistics Fee;VAT;SEP;Unit Price;Effective Date;Status;Originator or Generic;12 Months Volume of Sales
;;;;;;;Glucose;250;g;;;;;;;;;;;;
;;;;;;;Lipid;100;g;;;;;;;;;;;;
;;;;;;;Sodium;42,75;mmol;;;;;;;;;;;;
;;;;;;;Potassium;40;mmol;;;;;;;;;;;;
;;;;;;; Chloride;62,75;mmol;;;;;;;;;;;;
;;;;;;;Magnesium;0;;;;;;;;;;;;;
;;;;;;;Calcium;0;;;;;;;;;;;;;
;;;;;;;Phosphate;21,5;mmol;;;;;;;;;;;;
;;;;;;;Zinc;100;umol;;;;;;;;;;;;
;;;;;;;Copper;20;umol;;;;;;;;;;;;
;;;;;;;Manganese;5;umol;;;;;;;;;;;;
;;;;;;;Selenium;0,4;umol;;;;;;;;;;;;
;;;;;;;Fluoride;50;umol;;;;;;;;;;;;
;;;;;;;Iodine;1;umol;;;;;;;;;;;;
;;;;;;;Thiamine HCI;3,2;mg;;;;;;;;;;;;
;;;;;;;Riboflavine;3,6;mg;;;;;;;;;;;;
;;;;;;;Nicotinamide;40;mg;;;;;;;;;;;;
;;;;;;;Pyridoxine;4;mg;;;;;;;;;;;;
;;;;;;;Pantothenic Acid;15;mg;;;;;;;;;;;;
;;;;;;;Ascorbic Acid;100;mg;;;;;;;;;;;;
;;;;;;;Biotin;60;ug;;;;;;;;;;;;
;;;;;;;Folic Acid;0,4;mg;;;;;;;;;;;;
;;;;;;;Cyanocobalamin;5;ug;;;;;;;;;;;;
;;;;;;;Vitamin A;3300;IU;;;;;;;;;;;;
;;;;;;;Vitamin D2;200;IU;;;;;;;;;;;;
;;;;;;;Vitamin E;10;IU;;;;;;;;;;;;
;;;;;;;Vitamin K1;150;ug;;;;;;;;;;;;
;;;;;;;Iron;2;umol;;;;;;;;;;;;
;;;;;;;Chromium;0,02;umol;;;;;;;;;;;;
;;;;;;;Molybdenum;0,04;umol;;;;;;;;;;;;
0000000185;Fresenius Kabi Sa (Pty) Ltd;Exclusion under Section 36 & Section 14;712992001;B05BA;S3;ITN8811XA;Nitrogen;11,199;g;TPN;1520;1;2 029,39;253,67;342,46;2 625,52;1,73;01 April 2018;;originator;
0000000185;Fresenius Kabi Sa (Pty) Ltd;Exclusion under Section 36 & Section 14;714025001;B05BA;S3;ITNBABY105;Nitrogen;0,469;g;TPN;150;1;524,89;65,61;88,58;679,08;4,53;;;originator;
;;;;;;;Glucose;9,449;g;;;;;;;;;;;;
;;;;;;;Lipid;3,149;g;;;;;;;;;;;;
;;;;;;;Sodium;3,23;mmol;;;;;;;;;;;;
;;;;;;;Potassium;1,889;mmol;;;;;;;;;;;;
;;;;;;;Chloride;5,57;mmol;;;;;;;;;;;;
;;;;;;;Magnesium;0,25;mmol;;;;;;;;;;;;
;;;;;;;Calcium;0,989;mmol;;;;;;;;;;;;
;;;;;;;Phosphate;1,12;mmol;;;;;;;;;;;;
;;;;;;;Zinc;3,439;mmol;;;;;;;;;;;;
;;;;;;;Copper;0,28;mmol;;;;;;;;;;;;
;;;;;;;Manganese;16,379;nmol;;;;;;;;;;;;
;;;;;;;Selenium;22,77;nmol;;;;;;;;;;;;
;;;;;;;Fluoride;2,7;mmol;;;;;;;;;;;;
;;;;;;;Iodine;7,089;nmol;;;;;;;;;;;;
;;;;;;;Thiamine HCI;0,032;mg;;;;;;;;;;;;
;;;;;;;Riboflavine;0,035;mg;;;;;;;;;;;;
;;;;;;;Nicotinamide;0,4;mg;;;;;;;;;;;;
;;;;;;;Pyridoxine;0,04;mg;;;;;;;;;;;;
;;;;;;;Pantothenic Acid;0,149;mg;;;;;;;;;;;;
;;;;;;;Ascorbic Acid;1;mg;;;;;;;;;;;;
;;;;;;;Biotin;0,599;ug;;;;;;;;;;;;
;;;;;;;Folic Acid;0,004;mg;;;;;;;;;;;;
;;;;;;;Cyanocobalamin;0,05;ug;;;;;;;;;;;;
;;;;;;;Vitamin A;138;IU;;;;;;;;;;;;
;;;;;;;Vitamin D2;24;IU;;;;;;;;;;;;
;;;;;;;Vitamin E;0,419;IU;;;;;;;;;;;;
;;;;;;;Vitamin K1;12;ug;;;;;;;;;;;;
0000000185;Fresenius Kabi Sa (Pty) Ltd;Exclusion under Section 36 & Section 14;714129001;B05BA;S3;ITN8804XA;Nitrogen;11,199;g;TPN;1520;1;1 800,17;225,02;303,78;2 328,97;1,53;;;originator;
0000000185;Fresenius Kabi Sa (Pty) Ltd;41/8.4/0211;715726001;B05AA;S3;Volulyte;Hetastarch;60;g/1000ml;INF;500;1;317,97;39,75;53,66;411,38;0,82;01 April 2018;;Originator ;
;;;;;;;Sodium Acetate Trihydrate;4,629;g/1000ml;;;;;;;;;;;;
;;;;;;;Sodium Chloride;6,019;g/1000ml;;;;;;;;;;;;
;;;;;;;Potassium Chloride;0,299;g/1000ml;;;;;;;;;;;;
;;;;;;;Magnesium Chloride;0,299;g/1000ml;;;;;;;;;;;;
0000000185;Fresenius Kabi Sa (Pty) Ltd;41/8.4/0211;715726002;BO5AA;S3;Volulyte;Hetastarch;60;g/1000ml;INF;500;20;6 359,32;794,92;1 073,14;8 227,38;0,82;01 April 2018;;Originator ;
;;;;;;;Sodium Acetate Trihydrate;4,629;g/1000ml;;;;;;;;;;;;
;;;;;;;Sodium Chloride;6,019;g/1000ml;;;;;;;;;;;;
;;;;;;;Potassium Chloride;0,299;g/1000ml;;;;;;;;;;;;
;;;;;;;Magnesium Chloride;0,299;g/1000ml;;;;;;;;;;;;
0000000185;Fresenius Kabi Sa (Pty) Ltd;41/8.4/0211;715726003;B05AA;S3;Volulyte;Hetastarch;60;g/1000ml;INF;500;18;5 722,86;715,36;965,73;7 403,95;0,82;01 April 2018;;Originator;
;;;;;;;Sodium Acetate Trihydrate;4,629;g/1000ml;;;;;;;;;;;;
;;;;;;;Sodium Chloride;6,019;g/1000ml;;;;;;;;;;;;
;;;;;;;Potassium Chloride;0,299;g/1000ml;;;;;;;;;;;;
;;;;;;;Magnesium Chloride;0,299;g/1000ml;;;;;;;;;;;;
0000000185;Fresenius Kabi Sa (Pty) Ltd;41/2.1/1121;719223001;N01AX;S5;Fresenius Propoven 1% (20 ml);Propofol;10;mg/ml;INJ;20;5;86,22;10,78;14,55;111,55;1,12;01 April 2018;;Generic;
0000000185;Fresenius Kabi Sa (Pty) Ltd;41/2.1/1122;719224001;N01AX;S5;Fresenius Propoven 1% (50 ml);Propofol;10;mg/ml;INJ;50;10;431,11;53,89;72,75;557,75;1,12;;;Generic;
0000000185;Fresenius Kabi Sa (Pty) Ltd;41/2.1/1122;719224002;N01AX;S5;Fresenius Propoven 1% (50 ml);Propofol;10;mg/ml;INJ;50;1;43,11;5,39;7,28;55,78;1,12;01 April 2018;;Generic;
0000000185;Fresenius Kabi Sa (Pty) Ltd;41/2.1/1123;719225001;N01AX;S5;Fresenius Propoven 1% (100 ml);Propofol;10;mg/ml;INJ;100;10;862,22;107,78;145,50;1 115,50;1,12;01 April 2018;;Generic;
0000000185;Fresenius Kabi Sa (Pty) Ltd;41/2.1/1123;719225002;N01AX;S5;Fresenius Propoven 1% (100 ml);Propofol;10;mg/ml;INJ;100;1;86,22;10,78;14,55;111,55;1,12;;;Generic;
0000000185;Fresenius Kabi Sa (Pty) Ltd;45/2.7/0531;720007001;NO2BE;S3;Paracetamol Fresenius 10mg/ml (50ml);Paracetamol;10;mg/1 ml;INJ;50;10;67,82;8,48;11,45;87,75;0,18;15 May 2018;;Generic ;
0000000185;Fresenius Kabi Sa (Pty) Ltd;45/2.7/1188;720008001;NO2BE;S3;Paracetamol Fresenius 10mg/ml (100ml);Paracetamol;10;mg/1 ml;INJ;100;10;135,64;16,96;22,89;175,49;0,18;15 May 2018;;Generic ;
0000000185;Fresenius Kabi Sa (Pty) Ltd;43/20.1.1/0554;720009001;J01DD;S4;Fresenius Ceftazidime 1 000 mg ;Ceftazidime;1000;mg;INJ;10;10;597,55;74,69;100,84;773,08;7,73;01 April 2018;;Generic;
0000000185;Fresenius Kabi Sa (Pty) Ltd;43/20.1.1/0555;720010001;J01DD;S4;Fresenius Ceftazidime 2 000 mg ;Ceftazidime;2000;mg;INJ;50;10;1 195,31;149,41;201,71;1 546,43;3,09;01 April 2018;;Generic;
0000000185;Fresenius Kabi Sa (Pty) Ltd;45/20.1.1/0139;720718001;J01MA;S4;Levofloxacin Fresenius 5 mg/ml;Levofloxacin;5;mg/1 ml;INF;100;1;60,42;7,55;10,20;78,17;0,78;;;Generic;
0000000771;Fresenius Kabi Sa (Pty) Ltd;G 2717(Act 101);778389006;V07AB;S1;Water for Injection - Fresenius Glass 20ml Ampoule ;Water;20;ml;INJ;10;;211,28;26,41;35,65;273,34;;01 April 2018;;originator;
0000000771;Fresenius Kabi Sa (Pty) Ltd;G 2717(Act 101);778427005;V07AB;S1;Water for Injection - Fresenius Glass 10ml Ampoule ;Water;10;ml;INJ;10;;105,55;13,19;17,81;136,55;;;;originator;
0000000771;Fresenius Kabi Sa (Pty) Ltd;G 2717(Act 101);778486001;V07AB;S1;Water for Injection - Fresenius Glass 5ml Ampoule ;Water;5;ml;INJ;10;;52,77;6,60;8,91;68,28;;01 April 2018;;originator;
0000000185;Fresenius Kabi Sa (Pty) Ltd;A/20.1.2/626;782203027;J01CE;S4;Benzyl Penicillin Fresenius 1MU;Benzylpenicillin;1;mu;INJ;0,6;100;743,50;92,94;125,47;961,91;16,03;01 April 2018;;Generic;
0000000185;Fresenius Kabi Sa (Pty) Ltd;A/20.1.2/626;782203035;J01CE;S4;Benzyl Penicillin Fresenius 1MU;Benzylpenicillin;1;mu;INJ;0,6;10;74,35;9,29;12,55;96,19;16,03;;;originator;
0000000185;Fresenius Kabi Sa (Pty) Ltd;A/20.1.2/821;791334015;J01CE;S4;Benzyl Penicillin Fresenius 5MU;Benzyl penicillin;5;mu;INJ;2,9;50;696,95;87,12;117,61;901,68;6,22;01 April 2018;;originator;
0000000185;Fresenius Kabi Sa (Pty) Ltd;A/20.1.2/821;791334023;J01CE;S4;Benzyl Penicillin Fresenius 5MU;Benzy penicillin;5;mu;INJ;2,9;10;139,39;17,42;23,52;180,33;6,22;;;originator;
0000000771;Fresenius Kabi Sa (Pty) Ltd;N/20.1.2/38;791350010;J01CE;S4;Benzathine Pencillin Fresenius 1.2MUVial;Benzathine benzylpenicillin;1,2;mu;INJ;100;;376,60;47,08;63,55;487,23;;01 April 2018;;originator;
0000000771;Fresenius Kabi Sa (Pty) Ltd;N/20.1.2/39;791369013;J01CE;S4;Benzathine Penicillin Fresenius 2.4Mu Vial;Benzathine benzylpenicillin;2,399;mu;INJ;50;;323,79;40,47;54,64;418,90;;01 April 2018;;originator;
0000000771;Fresenius Kabi Sa (Pty) Ltd;N/20.1.2/39;791369021;J01CE;S4;Benzathine Penicillin Fresenius 2.4MU Vial;Benzathine benzylpenicillin;2,399;mu;INJ;10;;64,75;8,09;10,93;83,77;;;;originator;
0000000771;Fresenius Kabi Sa (Pty) Ltd;L/24/329;803006004;B05XA;S3;Intramed Dextrose 20%/500ml;Glucose;100;g;INF;500;20;1 116,00;139,50;188,33;1 443,83;0,14;01 April 2018;;originator;
0000000185;Fresenius Kabi Sa (Pty) Ltd;29/25.2/0613;803022018;B05BA;S3;Lipovenoes 10% Plr;Refined Soya Oil;50;g;INF;500;1;1 048,35;131,04;176,91;1 356,30;2,71;;;Originator;
0000000185;Fresenius Kabi Sa (Pty) Ltd;29/25.2/0613;803022019;B05BA;S3;Lipovenoes 10% Plr;Refined Soya Oil;50;g;INF;500;10;10 483,50;1 310,44;1 769,09;13 563,03;2,71;01 April 2018;;Originator;
0000000771;Fresenius Kabi Sa (Pty) Ltd;J/24/258;803049005;B05XA;S3;Post Surgisol & Dextrose 10% 1000ml;Potassium chloride;1,86;g;INF;1000;1;23,79;2,97;4,01;30,77;0,03;01 April 2018;;originator;
;;;;;;;Sodium chloride;12,05;g;;;;;;;;;;;;
0000000771;Fresenius Kabi Sa (Pty) Ltd;J/24/258;803049006;B05XA;S3;Post Surgisol & Dextrose 10% 1000ml;Potassium chloride;1,86;g;INF;1000;12;285,48;35,69;48,18;369,35;0,03;01 April 2018;;originator;
;;;;;;;Sodium chloride;12,05;g;;;;;;;;;;;;
0000000185;Fresenius Kabi Sa (Pty) Ltd;27/8.4/0154;808873008;B05AA;S4;Haes-Steril 6%;Hetastarch;30;g;INF;250;1;100,03;12,50;16,88;129,41;0,52;01 April 2018;;Originator;
;;;;;;;Sodium chloride;0,9;g;;;;;;;;;;;;
0000000185;Fresenius Kabi Sa (Pty) Ltd;27/8.4/0154;808873009;B05AA;S4;Haes-Steril 6%;Hetastarch;30;g;INF;250;10;1 000,27;125,03;168,80;1 294,10;0,52;;;Originator;
;;;;;;;Sodium chloride;0,9;g;;;;;;;;;;;;
0000000185;Fresenius Kabi Sa (Pty) Ltd;27/8.4/0154;808881019;B05AA;S4;Haes-Steril 6%;Hetastarch;60;g;INF;500;1;200,09;25,01;33,77;258,87;0,52;;;Originator;
;;;;;;;Sodium chloride;0,9;g;;;;;;;;;;;;
0000000185;Fresenius Kabi Sa (Pty) Ltd;27/8.4/0154;808881020;B05AA;S4;Haes-Steril 6%;Hetastarch;60;g;INF;500;10;2 000,89;250,11;337,65;2 588,65;0,52;01 April 2018;;Originator;
;;;;;;;Sodium chloride;0,9;g;;;;;;;;;;;;
;;;;;;;Sodium chloride;1,8;g;;;;;;;;;;;;
;;;;;;;Sodium chloride;1,8;g;;;;;;;;;;;;
;;;;;;;Sodium chloride;1,8;g;;;;;;;;;;;;
;;;;;;;Sodium chloride;9;g;;;;;;;;;;;;
;;;;;;;Sodium chloride;9;g;;;;;;;;;;;;
0000000771;Fresenius Kabi Sa (Pty) Ltd;C/25.2/288;814369006;B05XA;S3;Dextrose 5% -1000ml;Glucose;50;g;INF;1000;1;19,83;2,48;3,35;25,66;0,03;01 April 2018;;originator;
0000000771;Fresenius Kabi Sa (Pty) Ltd;C/25.2/288;814369007;B05XA;S3;Dextrose 5% -1000ml;Glucose;50;g;INF;1000;12;237,96;29,75;40,16;307,87;0,03;;;originator;
0000000771;Fresenius Kabi Sa (Pty) Ltd;V/24/142;814687008;B05XA;S3;Sustenance 1000ml;Glucose;10;g;INF;1000;1;23,23;2,90;3,92;30,05;0,03;01 April 2018;;originator;
;;;;;;;Magnesium chloride;510;g;;;;;;;;;;;;
;;;;;;;Sodium chloride;12,05;g;;;;;;;;;;;;
0000000771;Fresenius Kabi Sa (Pty) Ltd;V/24/142;814687009;B05XA;S3;Sustenance 1000ml;Glucose;10;g;INF;1000;12;278,76;34,85;47,04;360,65;0,03;01 April 2018;;originator;
;;;;;;;Magnesium chloride;510;g;;;;;;;;;;;;
;;;;;;;Sodium chloride;12,05;g;;;;;;;;;;;;
0000000771;Fresenius Kabi Sa (Pty) Ltd;L/24/329;815446004;B05XA;S3;Intramed Dextrose 20%/1000ml;Glucose;200;g;INF;1000;1;112,10;14,01;18,92;145,03;0,15;01 April 2018;;originator;
0000000771;Fresenius Kabi Sa (Pty) Ltd;L/24/329;815446005;B05XA;S3;Intramed Dextrose 20%/1000ml;Glucose;200;g;INF;1000;12;1 345,20;168,15;227,00;1 740,35;0,15;;;originator;
0000000771;Fresenius Kabi Sa (Pty) Ltd;C/25.2/228;815683006;B05XA;S3               ;Dextrose 5%-50ml;Glucose;0,05;g;INF;50;1;15,78;1,97;2,66;20,41;0,41;01 April 2018;;originator;
0000000771;Fresenius Kabi Sa (Pty) Ltd;C/25.2/228;815683007;B05XA;S3               ;Dextrose 5%-50ml;Glucose;0,05;g;INF;50;60;946,80;118,35;159,77;1 224,92;0,41;01 April 2018;;originator;
0000000771;Fresenius Kabi Sa (Pty) Ltd;C/25.2/228;815683008;B05XA;S3               ;Dextrose 5%-50ml;Glucose;0,05;g;INF;50;50;789,00;98,63;133,14;1 020,77;0,41;;;originator;
0000000771;Fresenius Kabi Sa (Pty) Ltd;C/25.2/288;815691009;B05XA;S3               ;Dextrose 5%-100ml;Glucose;0,5;g;INF;100;1;16,67;2,08;2,81;21,56;0,22;01 April 2018;;originator;
0000000771;Fresenius Kabi Sa (Pty) Ltd;C/25.2/288;815691010;B05XA;S3               ;Dextrose 5%-100ml;Glucose;0,5;g;INF;100;50;833,50;104,19;140,65;1 078,34;0,22;;;originator;
0000000771;Fresenius Kabi Sa (Pty) Ltd;C/25.2/288;815691011;B05XA;S3               ;Dextrose 5%-100ml;Glucose;0,5;g;INF;100;40;666,80;83,35;112,52;862,67;0,22;01 April 2018;;originator;
0000000771;Fresenius Kabi Sa (Pty) Ltd;Article 21B              N/A;816523002;BO5BA;S3;ITN 3000 A;Amino acids;1;ZZZ;INF;1;;1 533,45;191,68;258,77;1 983,90;;01 April 2018;;originator;
;;;;;;;Calcium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Calcium pantothenate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Copper sulfate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Fat emulsions;1;ZZZ;;;;;;;;;;;;
;;;;;;;Glucose;1;ZZZ;;;;;;;;;;;;
;;;;;;;Iodine;1;ZZZ;;;;;;;;;;;;
;;;;;;;Magnesium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Manganese;1;ZZZ;;;;;;;;;;;;
;;;;;;;Nicotinamide;1;ZZZ;;;;;;;;;;;;
;;;;;;;Potassium phosphate, incl. comb. with other potassium salts;1;ZZZ;;;;;;;;;;;;
;;;;;;;Pyridoxine (vit B6);1;ZZZ;;;;;;;;;;;;
;;;;;;;Riboflavin (vit B2);1;ZZZ;;;;;;;;;;;;
;;;;;;;Selenium;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium fluoride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Thiamine (vit B1);1;ZZZ;;;;;;;;;;;;
;;;;;;;Zinc chloride;1;ZZZ;;;;;;;;;;;;
0000000771;Fresenius Kabi Sa (Pty) Ltd;Article 21B              N/A;816558019;BO5BA;S3;ITN 3003 A;Amino acids;1;ZZZ;INF;1;;1 290,30;161,29;217,74;1 669,33;;;;originator;
;;;;;;;Calcium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Calcium pantothenate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Copper sulfate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Fat emulsions;1;ZZZ;;;;;;;;;;;;
;;;;;;;Glucose;1;ZZZ;;;;;;;;;;;;
;;;;;;;Iodine;1;ZZZ;;;;;;;;;;;;
;;;;;;;Magnesium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Manganese;1;ZZZ;;;;;;;;;;;;
;;;;;;;Nicotinamide;1;ZZZ;;;;;;;;;;;;
;;;;;;;Potassium phosphate, incl. comb. with other potassium salts;1;ZZZ;;;;;;;;;;;;
;;;;;;;Pyridoxine (vit B6);1;ZZZ;;;;;;;;;;;;
;;;;;;;Riboflavin (vit B2);1;ZZZ;;;;;;;;;;;;
;;;;;;;Selenium;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium fluoride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Thiamine (vit B1);1;ZZZ;;;;;;;;;;;;
;;;;;;;Zinc chloride;1;ZZZ;;;;;;;;;;;;
0000000771;Fresenius Kabi Sa (Pty) Ltd;Article 21B              N/A;816566038;BO5BA;S3;ITN 3006 A;Amino acids;1;ZZZ;INF;1;;1 309,55;163,69;220,99;1 694,23;;;;originator;
;;;;;;;Calcium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Calcium pantothenate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Copper sulfate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Fat emulsions;1;ZZZ;;;;;;;;;;;;
;;;;;;;Glucose;1;ZZZ;;;;;;;;;;;;
;;;;;;;Iodine;1;ZZZ;;;;;;;;;;;;
;;;;;;;Magnesium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Manganese;1;ZZZ;;;;;;;;;;;;
;;;;;;;Nicotinamide;1;ZZZ;;;;;;;;;;;;
;;;;;;;Potassium phosphate, incl. comb. with other potassium salts;1;ZZZ;;;;;;;;;;;;
;;;;;;;Pyridoxine (vit B6);1;ZZZ;;;;;;;;;;;;
;;;;;;;Riboflavin (vit B2);1;ZZZ;;;;;;;;;;;;
;;;;;;;Selenium;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium fluoride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Thiamine (vit B1);1;ZZZ;;;;;;;;;;;;
;;;;;;;Zinc chloride;1;ZZZ;;;;;;;;;;;;
0000000771;Fresenius Kabi Sa (Pty) Ltd;Article 21B              N/A;816574049;BO5BA;S3;ITN 3007 A;Amino acids;1;ZZZ;INF;1;;1 541,10;192,64;260,06;1 993,80;;01 April 2018;;originator;
;;;;;;;Calcium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Calcium pantothenate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Copper sulfate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Fat emulsions;1;ZZZ;;;;;;;;;;;;
;;;;;;;Glucose;1;ZZZ;;;;;;;;;;;;
;;;;;;;Iodine;1;ZZZ;;;;;;;;;;;;
;;;;;;;Magnesium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Manganese;1;ZZZ;;;;;;;;;;;;
;;;;;;;Nicotinamide;1;ZZZ;;;;;;;;;;;;
;;;;;;;Potassium phosphate, incl. comb. with other potassium salts;1;ZZZ;;;;;;;;;;;;
;;;;;;;Pyridoxine (vit B6);1;ZZZ;;;;;;;;;;;;
;;;;;;;Riboflavin (vit B2);1;ZZZ;;;;;;;;;;;;
;;;;;;;Selenium;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium fluoride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Thiamine (vit B1);1;ZZZ;;;;;;;;;;;;
;;;;;;;Zinc chloride;1;ZZZ;;;;;;;;;;;;
0000000771;Fresenius Kabi Sa (Pty) Ltd;Article 21B              N/A;816582068;BO5BA;S3;ITN 3008 A;Amino acids;1;ZZZ;INF;1;;1 530,67;191,33;258,30;1 980,30;;01 April 2018;;originator;
;;;;;;;Calcium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Calcium pantothenate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Copper sulfate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Fat emulsions;1;ZZZ;;;;;;;;;;;;
;;;;;;;Glucose;1;ZZZ;;;;;;;;;;;;
;;;;;;;Iodine;1;ZZZ;;;;;;;;;;;;
;;;;;;;Magnesium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Manganese;1;ZZZ;;;;;;;;;;;;
;;;;;;;Nicotinamide;1;ZZZ;;;;;;;;;;;;
;;;;;;;Potassium chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Pyridoxine (vit B6);1;ZZZ;;;;;;;;;;;;
;;;;;;;Riboflavin (vit B2);1;ZZZ;;;;;;;;;;;;
;;;;;;;Selenium;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium fluoride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Thiamine (vit B1);1;ZZZ;;;;;;;;;;;;
;;;;;;;Zinc chloride;1;ZZZ;;;;;;;;;;;;
0000000771;Fresenius Kabi Sa (Pty) Ltd;Article 21B              N/A;816590079;BO5BA;S3;ITN 3009 A;Amino acids;1;ZZZ;INF;1;;1 546,50;193,31;260,97;2 000,78;;01 April 2018;;originator;
;;;;;;;Calcium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Calcium pantothenate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Copper sulfate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Fat emulsions;1;ZZZ;;;;;;;;;;;;
;;;;;;;Glucose;1;ZZZ;;;;;;;;;;;;
;;;;;;;Iodine;1;ZZZ;;;;;;;;;;;;
;;;;;;;Magnesium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Manganese;1;ZZZ;;;;;;;;;;;;
;;;;;;;Nicotinamide;1;ZZZ;;;;;;;;;;;;
;;;;;;;Potassium phosphate, incl. comb. with other potassium salts;1;ZZZ;;;;;;;;;;;;
;;;;;;;Pyridoxine (vit B6);1;ZZZ;;;;;;;;;;;;
;;;;;;;Riboflavin (vit B2);1;ZZZ;;;;;;;;;;;;
;;;;;;;Selenium;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium fluoride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Thiamine (vit B1);1;ZZZ;;;;;;;;;;;;
;;;;;;;Zinc chloride;1;ZZZ;;;;;;;;;;;;
0000000771;Fresenius Kabi Sa (Pty) Ltd;Article 21B              N/A;817171002;B05BA;S3;ITN 1006 N;Amino acids;1;ZZZ;INF;1;;269,23;33,65;45,43;348,31;;;;originator;
;;;;;;;Calcium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Calcium pantothenate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Copper sulfate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Fat emulsions;1;ZZZ;;;;;;;;;;;;
;;;;;;;Glucose;1;ZZZ;;;;;;;;;;;;
;;;;;;;Iodine;1;ZZZ;;;;;;;;;;;;
;;;;;;;Magnesium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Manganese;1;ZZZ;;;;;;;;;;;;
;;;;;;;Nicotinamide;1;ZZZ;;;;;;;;;;;;
;;;;;;;Potassium phosphate, incl. comb. with other potassium salts;1;ZZZ;;;;;;;;;;;;
;;;;;;;Pyridoxine (vit B6);1;ZZZ;;;;;;;;;;;;
;;;;;;;Riboflavin (vit B2);1;ZZZ;;;;;;;;;;;;
;;;;;;;Selenium;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium fluoride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Thiamine (vit B1);1;ZZZ;;;;;;;;;;;;
;;;;;;;Zinc chloride;1;ZZZ;;;;;;;;;;;;
0000000771;Fresenius Kabi Sa (Pty) Ltd;Article 21B              N/A;817589023;B05BA;S3;ITN 1005 N;Amino acids;1;ZZZ;INF;1;;269,23;33,65;45,43;348,31;;;;originator;
;;;;;;;Calcium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Calcium pantothenate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Copper sulfate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Fat emulsions;1;ZZZ;;;;;;;;;;;;
;;;;;;;Glucose;1;ZZZ;;;;;;;;;;;;
;;;;;;;Iodine;1;ZZZ;;;;;;;;;;;;
;;;;;;;Magnesium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Manganese;1;ZZZ;;;;;;;;;;;;
;;;;;;;Nicotinamide;1;ZZZ;;;;;;;;;;;;
